rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Sugar Shack,Jimmy Gilmer And The Fireballs,8385.8357,8265.8357,120,1,15,10,13,1963-09-21,1963-12-28
2,He's So Fine,The Chiffons,7826.1036,7706.1036,120,1,15,9,12,1963-02-23,1963-06-01
3,Surfin' U.S.A.,The Beach Boys,7811.5860,7736.5860,75,3,17,6,13,1963-03-23,1963-07-13
4,Rhythm Of The Rain,The Cascades,7775.1596,7700.1596,75,3,16,9,13,1963-01-12,1963-04-27
5,The End Of The World,Skeeter Davis,7733.0545,7658.0545,75,2,17,6,13,1963-01-26,1963-05-18
6,Blue Velvet,Bobby Vinton,7710.9569,7590.9569,120,1,15,8,12,1963-08-10,1963-11-16
7,Hey Paula,Paul And Paula,7605.4334,7485.4334,120,1,14,9,12,1963-01-05,1963-04-06
8,Fingertips (Part II),Little Stevie Wonder,7449.2303,7329.2303,120,1,15,7,12,1963-06-22,1963-09-28
9,My Boyfriend's Back,The Angels,7363.5685,7243.5685,120,1,14,9,12,1963-08-03,1963-11-02
10,Sukiyaki,Kyu Sakamoto,7333.0862,7213.0862,120,1,14,8,12,1963-05-11,1963-08-10
11,Can't Get Used To Losing You,Andy Williams,7172.4708,7097.4708,75,2,15,7,12,1963-03-02,1963-06-08
12,So Much In Love,The Tymes,7108.2202,6988.2202,120,1,15,7,12,1963-06-01,1963-09-07
13,Puff (The Magic Dragon),"Peter, Paul",7050.0289,6975.0289,75,2,14,6,11,1963-03-16,1963-06-15
14,Deep Purple,Nino Tempo,7009.8107,6889.8107,120,1,15,7,12,1963-09-14,1963-12-21
15,Walk Like A Man,The 4 Seasons,6964.5301,6844.5301,120,1,13,7,12,1963-01-26,1963-04-20
16,Blowin' In The Wind,"Peter, Paul",6904.6733,6829.6733,75,2,15,7,12,1963-06-29,1963-10-05
17,I Will Follow Him,Little Peggy March,6903.1021,6783.1021,120,1,14,8,11,1963-03-23,1963-06-22
18,Surf City,Jan,6875.1145,6755.1145,120,1,13,7,11,1963-06-15,1963-09-07
19,It's My Party,Lesley Gore,6869.1751,6749.1751,120,1,13,7,11,1963-05-11,1963-08-03
20,You're The Reason I'm Living,Bobby Darin,6841.0165,6766.0165,75,3,14,7,12,1963-01-19,1963-04-20
21,Walk Right In,The Rooftop Singers,6771.5886,6651.5886,120,1,13,7,11,1963-01-05,1963-03-30
22,Wipe Out,The Surfaris,6767.6890,6692.6890,75,2,16,7,10,1963-06-22,1963-10-05
