rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Call Me,Blondie,11945.3938,11825.3938,120,1,25,12,19,1980-02-16,1980-08-02
2,Upside Down,Diana Ross,11636.3333,11516.3333,120,1,25,14,17,1980-07-12,1980-12-27
3,Another Brick In The Wall (Part II),Pink Floyd,11415.3367,11295.3367,120,1,25,12,19,1980-01-19,1980-07-05
4,Another One Bites The Dust,Queen,11394.1530,11274.1530,120,1,20,15,18,1980-08-16,1980-12-27
5,All Out Of Love,Air Supply,11126.5715,11051.5715,75,2,27,10,17,1980-06-14,1980-12-13
6,It's Still Rock And Roll To Me,Billy Joel,10581.6041,10461.6041,120,1,21,11,19,1980-05-24,1980-10-11
7,Crazy Little Thing Called Love,Queen,10332.8527,10212.8527,120,1,20,12,17,1980-01-05,1980-05-17
8,Coming Up (Live At Glasgow),Paul Mccartney And Wings,10102.5869,9982.5869,120,1,21,11,16,1980-04-26,1980-09-13
9,The Rose,Bette Midler,9959.6596,9884.6596,75,3,25,8,16,1980-03-22,1980-09-06
10,Little Jeannie,Elton John,9920.9145,9845.9145,75,3,21,11,17,1980-05-03,1980-09-20
11,Ride Like The Wind,Christopher Cross,9856.5461,9781.5461,75,2,21,9,17,1980-02-16,1980-07-05
12,Magic,Olivia Newton-john,9841.7702,9721.7702,120,1,23,9,16,1980-05-24,1980-10-25
13,Woman In Love,Barbra Streisand,9723.9197,9603.9197,120,1,17,11,16,1980-09-06,1980-12-27
14,Lost In Love,Air Supply,9639.8862,9564.8862,75,3,23,6,17,1980-02-09,1980-07-12
15,"Working My Way Back To You/Forgive Me, Girl",The Spinners,9525.9910,9450.9910,75,2,22,8,16,1980-01-05,1980-05-31
16,He's So Shy,The Pointer Sisters,9421.1479,9346.1479,75,3,23,5,17,1980-07-26,1980-12-27
17,Cars,Gary Numan,9379.3812,9364.3812,15,9,25,5,17,1980-02-16,1980-08-02
18,Funkytown,"Lipps, Inc",9227.1558,9107.1558,120,1,23,9,15,1980-03-29,1980-08-30
19,Drivin' My Life Away,Eddie Rabbitt,9089.4160,9049.4160,40,5,25,6,15,1980-06-21,1980-12-06
20,Shining Star,The Manhattans,8873.7130,8833.7130,40,5,25,5,14,1980-04-26,1980-10-11
21,Sexy Eyes,Dr. Hook,8842.8902,8802.8902,40,5,21,6,15,1980-02-16,1980-07-05
22,Biggest Part Of Me,Ambrosia,8799.6863,8724.6863,75,3,19,8,14,1980-04-05,1980-08-09
23,With You I'm Born Again,Billy Preston,8794.7402,8754.7402,40,4,25,6,15,1980-01-05,1980-06-21
24,Steal Away,Robbie Dupree,8707.0827,8692.0827,15,6,23,7,15,1980-04-12,1980-09-13
25,Never Knew Love Like This Before,Stephanie Mills,8644.4305,8629.4305,15,6,21,5,16,1980-08-09,1980-12-27
26,Do That To Me One More Time,Captain,8550.1864,8430.1864,120,1,16,10,14,1980-01-05,1980-04-19
27,Give Me The Night,George Benson,8526.8779,8486.8779,40,4,23,7,14,1980-07-05,1980-12-06
28,Cupid/I've Loved You For A Long Time,The Spinners,8498.4150,8458.4150,40,4,19,7,14,1980-05-17,1980-09-20
29,Fame,Irene Cara,8442.4227,8402.4227,40,4,26,6,12,1980-06-14,1980-12-06
30,Emotional Rescue,The Rolling Stones,8340.7694,8265.7694,75,3,19,8,14,1980-07-05,1980-11-08
31,Don't Fall In Love With A Dreamer,Kenny Rogers,8300.1050,8260.1050,40,4,19,5,14,1980-03-29,1980-08-02
32,Take Your Time (Do It Right) Part 1,The S.o.s. Band,8151.5046,8076.5046,75,3,21,7,14,1980-05-31,1980-10-18
33,Sailing,Christopher Cross,8033.7633,7913.7633,120,1,21,7,13,1980-06-14,1980-11-01
34,Let's Get Serious,Jermaine Jackson,7900.2667,7885.2667,15,9,23,3,14,1980-03-29,1980-08-30
35,Longer,Dan Fogelberg,7871.5294,7796.5294,75,2,19,7,13,1980-01-05,1980-05-10
36,Lady,Kenny Rogers,7870.5286,7750.5286,120,1,13,10,13,1980-10-04,1980-12-27
