rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Foolish,Ashanti,15189.9910,15069.9910,120,1,32,17,26,2002-02-16,2002-09-21
2,Hot In Herre,Nelly,14948.9983,14828.9983,120,1,26,18,25,2002-05-04,2002-10-26
3,Dilemma,Nelly,14926.1580,14806.1580,120,1,25,19,24,2002-07-13,2002-12-28
4,Complicated,Avril Lavigne,14880.3265,14805.3265,75,2,31,16,27,2002-06-01,2002-12-28
5,How You Remind Me,Nickelback,14740.8531,14620.8531,120,1,32,16,29,2002-01-05,2002-08-10
6,A Thousand Miles,Vanessa Carlton,14565.4817,14525.4817,40,5,41,15,36,2002-03-02,2002-12-07
7,In The End,Linkin Park,14480.8374,14405.8374,75,2,29,13,27,2002-01-05,2002-07-20
8,What's Luv?,Fat Joe,14413.9501,14338.9501,75,2,28,14,25,2002-02-16,2002-08-24
9,Wherever You Will Go,The Calling,13980.3411,13940.3411,40,5,37,11,35,2002-01-05,2002-09-14
10,Blurry,Puddle Of Mudd,13934.4096,13894.4096,40,5,36,13,30,2002-01-05,2002-09-07
11,Ain't It Funny,Jennifer Lopez,13807.2788,13687.2788,120,1,26,15,23,2002-01-05,2002-06-29
12,The Middle,Jimmy Eat World,13363.5309,13323.5309,40,5,33,10,26,2002-03-16,2002-10-26
13,I Need A Girl (Part Two),P. Diddy,13154.7206,13114.7206,40,4,26,14,22,2002-06-08,2002-11-30
14,U Don't Have To Call,Usher,12750.2819,12675.2819,75,3,26,12,22,2002-02-09,2002-08-03
15,One Last Breath,Creed,12496.7184,12481.7184,15,6,30,7,22,2002-06-08,2002-12-28
16,All You Wanted,Michelle Branch,11742.4404,11727.4404,15,6,28,5,21,2002-02-23,2002-08-31
17,I Need A Girl (Part One),P. Diddy,11629.8086,11554.8086,75,2,23,11,19,2002-03-16,2002-08-17
18,Gangsta Lovin',Eve,11567.8059,11492.8059,75,2,22,12,19,2002-07-13,2002-12-07
19,Always On Time,Ja Rule,11541.1496,11421.1496,120,1,20,14,19,2002-01-05,2002-05-18
20,Hero,Chad Kroeger,10981.1948,10906.1948,75,3,22,8,19,2002-05-18,2002-10-12
21,Heaven,Dj Sammy,10818.0021,10803.0021,15,8,27,2,21,2002-06-01,2002-11-30
22,I'm Gonna Be Alright,Jennifer Lopez,10567.5326,10552.5326,15,10,23,5,20,2002-04-27,2002-09-28
23,Without Me,Eminem,10525.3784,10450.3784,75,2,20,12,16,2002-05-11,2002-09-21
24,Wasting My Time,Default,10496.4669,10496.4669,0,13,35,0,20,2002-01-05,2002-08-31
25,Soak Up The Sun,Sheryl Crow,10362.5145,10362.5145,0,17,29,0,21,2002-04-13,2002-10-26
26,My Sacrifice,Creed,9920.6703,9880.6703,40,4,19,10,18,2002-01-05,2002-05-11
27,Hey Ma,Cam'ron,9832.3457,9757.3457,75,3,18,10,17,2002-08-31,2002-12-28
28,Oh Boy,Cam'ron,9819.3123,9779.3123,40,4,21,8,18,2002-04-20,2002-09-07
29,Nothin',N.o.r.e,9770.2291,9755.2291,15,10,24,4,17,2002-05-25,2002-11-02
30,U Got It Bad,Usher,9663.9954,9543.9954,120,1,17,11,17,2002-01-05,2002-04-27
31,Don't Let Me Get Me,P!nk,9631.4246,9616.4246,15,8,21,4,18,2002-03-09,2002-07-27
32,No Such Thing,John Mayer,9554.9707,9554.9707,0,13,24,0,18,2002-06-01,2002-11-09
33,Underneath It All,No Doubt,9310.7282,9235.7282,75,3,18,11,16,2002-08-31,2002-12-28
34,Girlfriend,*nsync,9270.3527,9230.3527,40,5,20,6,17,2002-02-09,2002-06-22
35,Just Like A Pill,P!nk,9243.2344,9228.2344,15,8,20,7,17,2002-07-06,2002-11-16
36,Happy,Ashanti,9133.7228,9118.7228,15,8,23,6,16,2002-06-01,2002-11-02
37,Addictive,Truth Hurts,9118.7085,9103.7085,15,9,20,6,16,2002-04-20,2002-08-31
38,halfcrazy,Musiq,9113.4785,9113.4785,0,16,25,0,18,2002-03-23,2002-09-07
39,Work It,"Missy ""misdemeanor"" Elliott",9089.9714,9014.9714,75,2,16,12,14,2002-09-14,2002-12-28
40,Just A Friend 2002,Mario,8934.2255,8894.2255,40,4,21,8,15,2002-05-25,2002-10-12
41,Gotta Get Thru This,Daniel Bedingfield,8912.0223,8897.0223,15,10,21,1,17,2002-07-27,2002-12-14
42,Oops (Oh My),Tweet,8635.7708,8620.7708,15,7,20,7,15,2002-02-09,2002-06-22
43,Still Fly,Big Tymers,8626.0783,8626.0783,0,11,24,0,17,2002-04-13,2002-09-21
44,Luv U Better,Ll Cool J,8547.0693,8507.0693,40,4,19,9,14,2002-08-24,2002-12-28
45,Down 4 U,Irv Gotti Presents The Inc,8503.6858,8488.6858,15,6,20,5,15,2002-06-22,2002-11-02
46,Family Affair,Mary J. Blige,8475.0407,8400.0407,75,3,18,4,16,2002-01-05,2002-05-04
47,Move B***h,Ludacris,8420.7238,8405.7238,15,10,23,2,15,2002-06-08,2002-11-09
48,More Than A Woman,Aaliyah,8411.0679,8411.0679,0,25,24,0,18,2002-02-02,2002-07-13
49,Can't Get You Out Of My Head,Kylie Minogue,8312.8209,8297.8209,15,7,20,3,14,2002-01-26,2002-06-08
50,Hella Good,No Doubt,8178.3987,8178.3987,0,13,20,0,15,2002-04-20,2002-08-31
51,Hero,Enrique Iglesias,8169.7625,8129.7625,40,5,20,4,13,2002-01-05,2002-05-18
52,Hey Baby,No Doubt,8160.7230,8120.7230,40,5,16,7,14,2002-01-05,2002-04-20
53,If I Could Go!,Angie Martinez,8144.8934,8144.8934,0,15,26,0,15,2002-06-22,2002-12-14
54,Cleanin' Out My Closet,Eminem,8020.9909,7980.9909,40,4,20,7,13,2002-08-03,2002-12-14
55,Lose Yourself,Eminem,7981.8642,7861.8642,120,1,13,11,12,2002-10-05,2002-12-28
56,Can't Fight The Moonlight,Leann Rimes,7820.7568,7820.7568,0,11,18,0,14,2002-01-05,2002-05-04
57,Escape,Enrique Iglesias,7813.2949,7813.2949,0,12,20,0,14,2002-02-23,2002-07-06
58,I Love You,Faith Evans,7626.2139,7626.2139,0,14,21,0,13,2002-01-26,2002-06-15
59,Like I Love You,Justin Timberlake,7587.9560,7587.9560,0,11,17,0,14,2002-09-07,2002-12-28
60,Pass The Courvoisier Part II,Busta Rhymes,7563.5705,7563.5705,0,11,20,0,14,2002-03-02,2002-07-13
61,Baby,Ashanti,7529.4936,7529.4936,0,15,22,0,13,2002-07-27,2002-12-21
62,"Lights, Camera, Action!",Mr. Cheeks,7495.4769,7495.4769,0,14,18,0,17,2002-01-05,2002-05-04
