rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,I Gotcha,Joe Tex,9872.8406,9797.8406,75,2,21,10,16,1972-01-22,1972-06-10
2,The First Time Ever I Saw Your Face,Roberta Flack,9629.1042,9509.1042,120,1,18,11,15,1972-03-04,1972-07-01
3,Alone Again (Naturally),Gilbert O'sullivan,9455.3380,9335.3380,120,1,18,11,15,1972-06-17,1972-10-14
4,The Candy Man,"Sammy Davis, Jr",9003.3517,8883.3517,120,1,21,7,16,1972-03-11,1972-07-29
5,Without You,Nilsson,8679.8146,8559.8146,120,1,17,9,14,1972-01-01,1972-04-22
6,Brandy (You're A Fine Girl),Looking Glass,8644.6162,8524.6162,120,1,16,10,14,1972-06-17,1972-09-30
7,Lean On Me,Bill,8342.3183,8222.3183,120,1,19,7,14,1972-04-22,1972-08-26
8,Baby Don't Get Hooked On Me,Mac Davis,8323.6466,8203.6466,120,1,18,9,13,1972-07-01,1972-10-28
9,Daddy Don't You Walk So Fast,Wayne Newton,8178.8895,8138.8895,40,4,20,8,13,1972-04-22,1972-09-02
10,Nights In White Satin,The Moody Blues,8127.3722,8052.3722,75,2,18,7,14,1972-08-05,1972-12-02
11,I Can See Clearly Now,Johnny Nash,8101.5765,7981.5765,120,1,17,8,13,1972-09-09,1972-12-30
12,(If Loving You Is Wrong) I Don't Want To Be Right,Luther Ingram,8070.9032,7995.9032,75,3,16,8,13,1972-06-03,1972-09-16
13,American Pie (Parts I & II),Don Mclean,8025.8415,7905.8415,120,1,14,9,13,1972-01-01,1972-04-01
14,I'll Take You There,The Staple Singers,7956.2277,7836.2277,120,1,15,8,14,1972-04-08,1972-07-15
15,Oh Girl,The Chi-lites,7828.0795,7708.0795,120,1,15,7,14,1972-04-08,1972-07-15
16,The Lion Sleeps Tonight,Robert John,7718.1334,7643.1334,75,3,17,8,13,1972-01-01,1972-04-22
17,"Betcha By Golly, Wow",The Stylistics,7714.3629,7639.3629,75,3,16,6,14,1972-02-26,1972-06-10
18,A Horse With No Name,America,7671.0465,7551.0465,120,1,14,10,12,1972-02-19,1972-05-20
19,I Am Woman,Helen Reddy,7638.8634,7518.8634,120,1,19,8,12,1972-06-24,1972-12-30
20,Heart Of Gold,Neil Young,7570.3873,7450.3873,120,1,14,8,13,1972-02-05,1972-05-06
21,Outa-Space,Billy Preston,7537.8147,7462.8147,75,2,17,6,14,1972-04-22,1972-08-12
22,Nice To Be With You,Gallery,7536.4167,7496.4167,40,4,22,5,13,1972-02-26,1972-07-22
23,Long Cool Woman (In A Black Dress),The Hollies,7441.2566,7366.2566,75,2,15,8,13,1972-06-24,1972-09-30
24,Let's Stay Together,Al Green,7291.1201,7171.1201,120,1,12,9,12,1972-01-01,1972-03-18
25,My Ding-A-Ling,Chuck Berry,7208.9971,7088.9971,120,1,17,6,12,1972-08-05,1972-11-25
26,Precious And Few,Climax,7173.1414,7098.1414,75,3,15,7,12,1972-01-01,1972-04-08
27,Ben,Michael Jackson,7072.2523,6952.2523,120,1,16,7,11,1972-08-05,1972-11-18
28,Too Late To Turn Back Now,Cornelius Brothers,7043.1899,6968.1899,75,2,14,8,11,1972-05-27,1972-08-26
29,Everybody Plays The Fool,The Main Ingredient,6994.5009,6919.5009,75,3,18,6,10,1972-07-15,1972-11-11
30,Garden Party,Rick Nelson And The Stone Canyon Band,6987.8031,6972.8031,15,6,19,4,12,1972-07-29,1972-12-02
31,Song Sung Blue,Neil Diamond,6892.5642,6772.5642,120,1,13,6,12,1972-05-06,1972-07-29
32,How Do You Do?,Mouth,6889.0319,6874.0319,15,8,19,4,12,1972-04-29,1972-09-02
33,Burning Love,Elvis Presley,6876.2078,6801.2078,75,2,15,6,12,1972-08-19,1972-11-25
34,Back Stabbers,The O'jays,6851.4798,6776.4798,75,3,15,7,12,1972-07-22,1972-10-28
35,Down By The Lazy River,The Osmonds,6835.9736,6795.9736,40,4,14,6,12,1972-01-22,1972-04-22
36,Rockin' Robin,Michael Jackson,6764.7419,6689.7419,75,2,13,8,11,1972-03-11,1972-06-03
37,Popcorn,Hot Butter,6754.2747,6739.2747,15,9,18,4,12,1972-07-08,1972-11-04
38,(Last Night) I Didn't Get To Sleep At All,The 5th Dimension,6682.1085,6667.1085,15,8,16,3,13,1972-04-01,1972-07-15
39,Go All The Way,Raspberries,6602.6661,6562.6661,40,5,18,5,11,1972-07-01,1972-10-28
40,Slippin' Into Darkness,War,6480.1411,6480.1411,0,16,22,0,10,1972-01-22,1972-06-17
