rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,We Belong Together,Mariah Carey,16504.0205,16384.0205,120,1,38,23,33,2005-04-16,2005-12-31
2,Since U Been Gone,Kelly Clarkson,15037.5771,14962.5771,75,2,44,20,42,2005-01-01,2005-10-29
3,Hollaback Girl,Gwen Stefani,14973.0671,14853.0671,120,1,31,18,28,2005-04-02,2005-10-29
4,Boulevard Of Broken Dreams,Green Day,14774.6788,14699.6788,75,2,31,14,29,2005-01-01,2005-07-30
5,Don't Cha,The Pussycat Dolls,14422.7341,14347.7341,75,2,35,14,28,2005-05-07,2005-12-31
6,Disco Inferno,50 Cent,14202.0767,14127.0767,75,3,26,17,25,2005-01-01,2005-06-25
7,Let Me Love You,Mario,14192.9289,14072.9289,120,1,26,16,24,2005-01-01,2005-06-25
8,Behind These Hazel Eyes,Kelly Clarkson,14065.1549,14050.1549,15,6,34,15,30,2005-04-23,2005-12-10
9,"1, 2 Step",Ciara,13832.8966,13757.8966,75,2,30,13,25,2005-01-01,2005-07-23
10,You And Me,Lifehouse,13566.2921,13526.2921,40,5,46,6,32,2005-02-12,2005-12-31
11,Beverly Hills,Weezer,13057.4718,13042.4718,15,10,38,1,35,2005-04-16,2005-12-31
12,Don't Phunk With My Heart,The Black Eyed Peas,12949.0573,12874.0573,75,3,26,12,23,2005-04-23,2005-10-15
13,Pon de Replay,Rihanna,12917.6821,12842.6821,75,2,27,11,23,2005-06-11,2005-12-10
14,Lose Control,Missy Elliott,12843.8587,12768.8587,75,3,28,12,22,2005-05-21,2005-11-26
15,Lonely No More,Rob Thomas,12741.5528,12726.5528,15,6,34,6,27,2005-02-19,2005-10-08
16,Candy Shop,50 Cent,12557.3904,12437.3904,120,1,23,14,20,2005-02-05,2005-07-09
17,Mr. Brightside,The Killers,12498.5563,12483.5563,15,10,38,1,34,2005-02-12,2005-10-29
18,Switch,Will Smith,12306.0419,12291.0419,15,7,28,5,22,2005-03-05,2005-09-10
19,Gold Digger,Kanye West,12304.1727,12184.1727,120,1,23,16,19,2005-07-30,2005-12-31
20,Shake It Off,Mariah Carey,12259.6030,12184.6030,75,2,23,13,20,2005-07-30,2005-12-31
21,Just A Lil Bit,50 Cent,12197.1338,12122.1338,75,3,27,12,21,2005-03-26,2005-09-24
22,"Sugar, We're Goin' Down",Fall Out Boy,11924.9266,11909.9266,15,8,27,5,22,2005-07-02,2005-12-31
23,Breakaway,Kelly Clarkson,11855.9997,11840.9997,15,10,28,2,26,2005-01-01,2005-07-09
24,How We Do,The Game,11814.5257,11774.5257,40,4,23,12,19,2005-01-01,2005-06-04
25,Feel Good Inc,Gorillaz,11791.3160,11791.3160,0,14,32,0,25,2005-05-28,2005-12-31
26,Oh,Ciara,11710.6032,11635.6032,75,2,23,11,20,2005-03-26,2005-08-27
27,Hate It Or Love It,The Game,11230.9178,11155.9178,75,2,23,12,18,2005-02-12,2005-07-16
28,Listen To Your Heart,D.h.t,11219.1393,11204.1393,15,8,27,5,21,2005-06-04,2005-12-03
29,Rich Girl,Gwen Stefani,11199.4254,11184.4254,15,7,26,8,19,2005-01-01,2005-06-25
30,My Humps,The Black Eyed Peas,10865.6898,10790.6898,75,3,20,14,18,2005-08-20,2005-12-31
31,Let Me Hold You,Bow Wow,10700.6550,10660.6550,40,4,24,8,19,2005-05-28,2005-11-05
32,Like You,Bow Wow,10670.3975,10595.3975,75,3,21,11,18,2005-08-06,2005-12-24
33,Holiday,Green Day,10643.4916,10643.4916,0,19,32,0,25,2005-04-09,2005-11-12
34,Let Me Go,3 Doors Down,10460.0480,10460.0480,0,14,31,0,24,2005-02-05,2005-09-03
35,Obsession (No Es Amor),Frankie J,10431.2593,10356.2593,75,3,21,8,18,2005-01-29,2005-06-18
36,Caught Up,Usher,10302.3081,10287.3081,15,8,24,7,16,2005-01-01,2005-06-11
37,Scars,Papa Roach,10213.6209,10213.6209,0,15,38,0,22,2005-02-12,2005-10-29
38,Wake Me Up When September Ends,Green Day,9665.6481,9650.6481,15,6,22,7,18,2005-08-06,2005-12-31
39,Lovers And Friends,Lil Jon,9403.4001,9328.4001,75,3,17,11,15,2005-01-01,2005-04-23
40,Grind With Me,Pretty Ricky,9392.8924,9377.8924,15,7,22,5,16,2005-04-16,2005-09-10
